,title,issues,price,deskripsi,size,img,status
572,CRUDOS,Catalystwist,Rp 1.699.000,"High quality black genuine lamb leather motorcycle jacket with red satin inside, silver chrome color zipper. Free woven patch, cover jacket, and also Maternal member card.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-8-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-9-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crudos-10-500x500.jpg']",Out of Stock
573,LUNACY,Catalystwist,Rp 429.000,"Black polyester polar bomber jacket with woven patch, matte black zipper and black direct embroidery.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/lunacy-8-500x500.jpg']", in ready
574,PLUGIN,Catalystwist,Rp 169.000,Black polyester unconstructured snap back caps with white ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/plugin-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plugin-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plugin-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plugin-3-500x500.jpg']",Out of Stock
575,SCOPE,Catalystwist,Rp 169.000,Black polyester unconstructured snap back caps with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/scope-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/scope-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/scope-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/scope-3-500x500.jpg']",Out of Stock
576,PYRATE,Catalystwist,Rp 179.000,Black cotton classic snap back caps with white direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/pyrate-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pyrate-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pyrate-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pyrate-3-500x500.jpg']",Out of Stock
577,FETCH,Catalystwist,Rp 159.000,Black cotton knitted beanie hat with white direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/fetch-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/fetch-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/fetch-2-500x500.jpg']",Out of Stock
578,AZURE,Catalystwist,Rp 269.000,Black cotton short sleeves button-ups shirt with black plastic buttons and satin label.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/azure-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/azure-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/azure-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/azure-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/azure-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/azure-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-shirts-SS-size-chart-500x500.jpg']",Out of Stock
579,VRAIT,Catalystwist,Rp 199.000,Black cotton short sleeves polo shirt with black plastic buttons and embroidery patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/vrait-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/vrait-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/vrait-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/vrait-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/vrait-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-shirts-SS-size-chart-500x500.jpg']",Out of Stock
580,FRAY,Catalystwist,Rp 199.000,Black cotton short sleeves polo shirt with black plastic buttons and embroidery patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/fray-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/fray-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/fray-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/fray-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/fray-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-shirts-SS-size-chart-500x500.jpg']",Out of Stock
581,PLAIT,Catalystwist,Rp 279.000,Multi color cotton flannel long sleeves button-ups shirt with black buttons and satin label.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/plait-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plait-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plait-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plait-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/plait-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-shirts-LS-size-chart-1-500x500.jpg']",Out of Stock
582,ADAGIO,Catalystwist,Rp 279.000,Black cotton long sleeves button-ups shirt with black plastic buttons and cotton label.,"['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/adagio-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/adagio-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/adagio-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/adagio-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/adagio-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/adagio-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-shirts-LS-size-chart-1-500x500.jpg']", in ready
583,ROSART,Catalystwist,Rp 139.000,Black polyester coated mini shoulder / sling bag with leather patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-8-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rosart-9-500x500.jpg']",Out of Stock
584,DROWE,Catalystwist,Rp 199.000,Black coated PVC polyester mini shoulder / sling bag with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/drowe-7-500x500.jpg']",Out of Stock
585,BUGGY,Catalystwist,Rp 299.000,Black cotton canvas sling bag with black ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/buggy-8-500x500.jpg']",Out of Stock
586,CRAGS,Catalystwist,Rp 199.000,Black polyester mini shoulder / sling bag with black and white thermaflex printing.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/crags-8-500x500.jpg']",Out of Stock
587,STAG,Catalystwist,Rp 299.000,"Black plastic watch with black rubber strap. Daily water resistance, not for swimming or diving. (3 month warranty)",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/stag-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stag-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stag-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stag-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stag-5-500x500.jpg']",Out of Stock
588,ROBO,Catalystwist,Rp 299.000,"Black plastic watch with black rubber strap. Daily water resistance, not for swimming or diving. (3 month warranty)",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/robo-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/robo-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/robo-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/robo-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/robo-5-500x500.jpg']",Out of Stock
589,THROG,Catalystwist,Rp 249.000,Black leather wallets with white ink debossed. (include guitar pick),no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/throg-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/throg-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/throg-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/throg-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/throg-5-500x500.jpg']",Out of Stock
590,STARS,Catalystwist,Rp 249.000,Black leather wallets with white ink debossed. (include guitar pick),no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/stars-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stars-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stars-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stars-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stars-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stars-6-500x500.jpg']",Out of Stock
591,TRAVEL,Catalystwist,Rp 119.000,Black polyester wallets with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/travel-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/travel-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/travel-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/travel-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/travel-5-500x500.jpg']",Out of Stock
592,STEMS,Catalystwist,Rp 119.000,Black polyester wallets with black direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/stems-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stems-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stems-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stems-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stems-5-500x500.jpg']",Out of Stock
593,CATALYST SP,Catalystwist,Rp 49.000,"Sticker pack, containing 10 pcs vinyl stickers with variant size and colors.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/catalyst-sp-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/catalyst-sp-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/catalyst-sp-2-500x500.jpg']",Out of Stock
594,WAINS,Catalystwist,Rp 39.000,Black rubber key chain,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/wains-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/wains-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/wains-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/wains-4-500x500.jpg']",Out of Stock
595,DEVAS,Catalystwist,Rp 89.000,Black adjustable paracord neckloace with antique silver chrome color pendant logo.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/devas-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/devas-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/devas-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/devas-4-500x500.jpg']",Out of Stock
596,CGL 9,Catalystwist,Rp 199.000,Black mixed leather and black and white knitting full gloves with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-9-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-9-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-9-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-9-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-9-5-500x500.jpg']",Out of Stock
597,DANT BL,Catalystwist,Rp 89.000,Black color iron cast necklace/keychain.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/dant-bl-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/dant-bl-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/dant-bl-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/dant-bl-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/dant-bl-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/dant-bl-6-500x500.jpg']",Out of Stock
598,DARKLIGHT,Catalystwist,Rp 299.000,Black genuine leather two holes belt with white embossed screen print.,"['S', 'M', 'L']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/darklight-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/darklight-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/darklight-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/darklight-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/darklight-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/darklight-6-500x500.jpg']", in ready
599,RUCKET,Catalystwist,Rp 79.000,Black silicone coin pouch with white ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/rucket-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rucket-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rucket-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rucket-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/rucket-5-500x500.jpg']",Out of Stock
600,KRELT,Catalystwist,Rp 110.000,Black cotton webbing belt with white ink printing on buckle and matte black finished metal ending tip.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/krelt-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/krelt-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/krelt-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/krelt-3-500x500.jpg']",Out of Stock
